countryregion,date,days,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change
Georgia,07apr2020,42,196,8,3,1,46,7
Georgia,08apr2020,43,211,15,3,0,50,4
Georgia,09apr2020,44,218,7,3,0,51,1
Georgia,10apr2020,45,234,16,3,0,54,3
Georgia,11apr2020,46,242,8,3,0,60,6
Georgia,12apr2020,47,257,15,3,0,67,7
Georgia,13apr2020,48,272,15,3,0,68,1
Germany,27jan2020,1,1,,,,,
Germany,28jan2020,2,4,3,,,,
Germany,29jan2020,3,4,0,,,,
Germany,30jan2020,4,4,0,,,,
Germany,31jan2020,5,5,1,,,,
Germany,01feb2020,6,8,3,,,,
Germany,02feb2020,7,10,2,,,,
Germany,03feb2020,8,12,2,,,,
Germany,04feb2020,9,12,0,,,,
Germany,05feb2020,10,12,0,,,,
Germany,06feb2020,11,12,0,,,,
Germany,07feb2020,12,13,1,,,,
Germany,08feb2020,13,13,0,,,,
Germany,09feb2020,14,14,1,,,,
Germany,10feb2020,15,14,0,,,,
Germany,11feb2020,16,16,2,,,,
Germany,12feb2020,17,16,0,,,,
Germany,13feb2020,18,16,0,,,1,
Germany,14feb2020,19,16,0,,,1,0
Germany,15feb2020,20,16,0,,,1,0
Germany,16feb2020,21,16,0,,,1,0
Germany,17feb2020,22,16,0,,,1,0
Germany,18feb2020,23,16,0,,,12,11
Germany,19feb2020,24,16,0,,,12,0
Germany,20feb2020,25,16,0,,,12,0
Germany,21feb2020,26,16,0,,,14,2
Germany,22feb2020,27,16,0,,,14,0
Germany,23feb2020,28,16,0,,,14,0
Germany,24feb2020,29,16,0,,,14,0
Germany,25feb2020,30,17,1,,,14,0
Germany,26feb2020,31,27,10,,,15,1
Germany,27feb2020,32,46,19,,,16,1
Germany,28feb2020,33,48,2,,,16,0
Germany,29feb2020,34,79,31,,,16,0
Germany,01mar2020,35,130,51,,,16,0
Germany,02mar2020,36,159,29,,,16,0
Germany,03mar2020,37,196,37,,,16,0
Germany,04mar2020,38,262,66,,,16,0
Germany,05mar2020,39,482,220,,,16,0
Germany,06mar2020,40,670,188,,,17,1
Germany,07mar2020,41,799,129,,,18,1
Germany,08mar2020,42,1040,241,,,18,0
Germany,09mar2020,43,1176,136,2,,18,0
Germany,10mar2020,44,1457,281,2,0,18,0
Germany,11mar2020,45,1908,451,3,1,25,7
Germany,12mar2020,46,2078,170,3,0,25,0
Germany,13mar2020,47,3675,1597,7,4,46,21
Germany,14mar2020,48,4585,910,9,2,46,0
Germany,15mar2020,49,5795,1210,11,2,46,0
Germany,16mar2020,50,7272,1477,17,6,67,21
Germany,17mar2020,51,9257,1985,24,7,67,0
Germany,18mar2020,52,12327,3070,28,4,105,38
Germany,19mar2020,53,15320,2993,44,16,113,8
Germany,20mar2020,54,19848,4528,67,23,180,67
Germany,21mar2020,55,22213,2365,84,17,233,53
Germany,22mar2020,56,24873,2660,94,10,266,33
Germany,23mar2020,57,29056,4183,123,29,266,0
Germany,24mar2020,58,32986,3930,157,34,3243,2977
Germany,25mar2020,59,37323,4337,206,49,3547,304
Germany,26mar2020,60,43938,6615,267,61,5673,2126
Germany,27mar2020,61,50871,6933,342,75,6658,985
Germany,28mar2020,62,57695,6824,433,91,8481,1823
Germany,29mar2020,63,62095,4400,533,100,9211,730
Germany,30mar2020,64,66885,4790,645,112,13500,4289
Germany,31mar2020,65,71808,4923,775,130,16100,2600
Germany,01apr2020,66,77872,6064,920,145,18700,2600
Germany,02apr2020,67,84794,6922,1107,187,22440,3740
Germany,03apr2020,68,91159,6365,1275,168,24575,2135
Germany,04apr2020,69,96092,4933,1444,169,26400,1825
Germany,05apr2020,70,100123,4031,1584,140,28700,2300
Germany,06apr2020,71,103374,3251,1810,226,28700,0
Germany,07apr2020,72,107663,4289,2016,206,36081,7381
Germany,08apr2020,73,113296,5633,2349,333,46300,10219
Germany,09apr2020,74,118181,4885,2607,258,52407,6107
Germany,10apr2020,75,122171,3990,2767,160,53913,1506
Germany,11apr2020,76,124908,2737,2736,-31,57400,3487
Germany,12apr2020,77,127854,2946,3022,286,60300,2900
Germany,13apr2020,78,130072,2218,3194,172,64300,4000
Ghana,14mar2020,1,3,,,,,
Ghana,15mar2020,2,6,3,,,,
Ghana,16mar2020,3,6,0,,,,
Ghana,17mar2020,4,7,1,,,,
Ghana,18mar2020,5,7,0,,,,
Ghana,19mar2020,6,11,4,,,,
Ghana,20mar2020,7,16,5,,,,
Ghana,21mar2020,8,19,3,1,,,
Ghana,22mar2020,9,23,4,1,0,,
Ghana,23mar2020,10,27,4,2,1,,
Ghana,24mar2020,11,53,26,2,0,,
Ghana,25mar2020,12,93,40,4,2,,
Ghana,26mar2020,13,132,39,4,0,1,
Ghana,27mar2020,14,137,5,4,0,2,1
Ghana,28mar2020,15,141,4,5,1,2,0
Ghana,29mar2020,16,152,11,5,0,2,0
Ghana,30mar2020,17,152,0,5,0,2,0
Ghana,31mar2020,18,161,9,5,0,31,29
Ghana,01apr2020,19,195,34,5,0,31,0
Ghana,02apr2020,20,204,9,5,0,31,0
Ghana,03apr2020,21,205,1,5,0,31,0
Ghana,04apr2020,22,205,0,5,0,31,0
Ghana,05apr2020,23,214,9,5,0,31,0
Ghana,06apr2020,24,214,0,5,0,31,0
Ghana,07apr2020,25,287,73,5,0,31,0
Ghana,08apr2020,26,313,26,6,1,34,3
Ghana,09apr2020,27,378,65,6,0,3,-31
Ghana,10apr2020,28,378,0,6,0,4,1
Ghana,11apr2020,29,408,30,8,2,4,0
Ghana,12apr2020,30,566,158,8,0,4,0
Ghana,13apr2020,31,566,0,8,0,4,0
Greece,26feb2020,1,1,,,,,
Greece,27feb2020,2,3,2,,,,
Greece,28feb2020,3,4,1,,,,
Greece,29feb2020,4,4,0,,,,
Greece,01mar2020,5,7,3,,,,
Greece,02mar2020,6,7,0,,,,
Greece,03mar2020,7,7,0,,,,
Greece,04mar2020,8,9,2,,,,
Greece,05mar2020,9,31,22,,,,
Greece,06mar2020,10,45,14,,,,
Greece,07mar2020,11,46,1,,,,
Greece,08mar2020,12,73,27,,,,
Greece,09mar2020,13,73,0,,,,
Greece,10mar2020,14,89,16,,,,
Greece,11mar2020,15,99,10,1,,,
Greece,12mar2020,16,99,0,1,0,,
Greece,13mar2020,17,190,91,1,0,,
Greece,14mar2020,18,228,38,3,2,8,
Greece,15mar2020,19,331,103,4,1,8,0
Greece,16mar2020,20,331,0,4,0,8,0
Greece,17mar2020,21,387,56,5,1,8,0
Greece,18mar2020,22,418,31,5,0,8,0
Greece,19mar2020,23,418,0,6,1,8,0
Greece,20mar2020,24,495,77,6,0,19,11
Greece,21mar2020,25,530,35,13,7,19,0
Greece,22mar2020,26,624,94,15,2,19,0
Greece,23mar2020,27,695,71,17,2,19,0
Greece,24mar2020,28,743,48,20,3,29,10
Greece,25mar2020,29,821,78,22,2,36,7
Greece,26mar2020,30,892,71,26,4,36,0
Greece,27mar2020,31,966,74,28,2,52,16
Greece,28mar2020,32,1061,95,32,4,52,0
Greece,29mar2020,33,1156,95,38,6,52,0
Greece,30mar2020,34,1212,56,43,5,52,0
Greece,31mar2020,35,1314,102,49,6,52,0
Greece,01apr2020,36,1415,101,50,1,52,0
Greece,02apr2020,37,1544,129,53,3,61,9
Greece,03apr2020,38,1613,69,63,10,78,17
Greece,04apr2020,39,1673,60,68,5,78,0
Greece,05apr2020,40,1735,62,73,5,78,0
Greece,06apr2020,41,1755,20,79,6,269,191
Greece,07apr2020,42,1832,77,81,2,269,0
Greece,08apr2020,43,1884,52,83,2,269,0
Greece,09apr2020,44,1955,71,87,4,269,0
Greece,10apr2020,45,2011,56,92,5,269,0
Greece,11apr2020,46,2081,70,93,1,269,0
Greece,12apr2020,47,2114,33,98,5,269,0
Greece,13apr2020,48,2145,31,99,1,269,0
Grenada,22mar2020,1,1,,,,,
Grenada,23mar2020,2,1,0,,,,
Grenada,24mar2020,3,1,0,,,,
Grenada,25mar2020,4,1,0,,,,
Grenada,26mar2020,5,7,6,,,,
Grenada,27mar2020,6,7,0,,,,
Grenada,28mar2020,7,7,0,,,,
Grenada,29mar2020,8,9,2,,,,
Grenada,30mar2020,9,9,0,,,,
Grenada,31mar2020,10,9,0,,,,
Grenada,01apr2020,11,9,0,,,,
Grenada,02apr2020,12,10,1,,,,
Grenada,03apr2020,13,12,2,,,,
Grenada,04apr2020,14,12,0,,,,
Grenada,05apr2020,15,12,0,,,,
Grenada,06apr2020,16,12,0,,,,
Grenada,07apr2020,17,12,0,,,,
Grenada,08apr2020,18,12,0,,,,
Grenada,09apr2020,19,12,0,,,,
Grenada,10apr2020,20,14,2,,,,
Grenada,11apr2020,21,14,0,,,,
Grenada,12apr2020,22,14,0,,,,
Grenada,13apr2020,23,14,0,,,,
Guatemala,14mar2020,1,1,,,,,
Guatemala,15mar2020,2,1,0,,,,
Guatemala,16mar2020,3,2,1,1,,,
Guatemala,17mar2020,4,6,4,1,0,,
Guatemala,18mar2020,5,6,0,1,0,,
Guatemala,19mar2020,6,9,3,1,0,,
Guatemala,20mar2020,7,12,3,1,0,,
Guatemala,21mar2020,8,17,5,1,0,,
Guatemala,22mar2020,9,19,2,1,0,,
Guatemala,23mar2020,10,20,1,1,0,,
Guatemala,24mar2020,11,21,1,1,0,,
Guatemala,25mar2020,12,24,3,1,0,4,
Guatemala,26mar2020,13,25,1,1,0,4,0
Guatemala,27mar2020,14,28,3,1,0,4,0
Guatemala,28mar2020,15,34,6,1,0,10,6
Guatemala,29mar2020,16,34,0,1,0,10,0
Guatemala,30mar2020,17,36,2,1,0,10,0
Guatemala,31mar2020,18,38,2,1,0,12,2
Guatemala,01apr2020,19,39,1,1,0,12,0
Guatemala,02apr2020,20,47,8,1,0,12,0
Guatemala,03apr2020,21,50,3,1,0,12,0
Guatemala,04apr2020,22,61,11,2,1,15,3
Guatemala,05apr2020,23,61,0,2,0,15,0
Guatemala,06apr2020,24,70,9,3,1,15,0
Guatemala,07apr2020,25,77,7,3,0,17,2
Guatemala,08apr2020,26,87,10,3,0,17,0
Guatemala,09apr2020,27,95,8,3,0,17,0
Guatemala,10apr2020,28,126,31,3,0,17,0
Guatemala,11apr2020,29,137,11,3,0,19,2
Guatemala,12apr2020,30,155,18,5,2,19,0
Guatemala,13apr2020,31,156,1,5,0,19,0
Guinea,13mar2020,1,1,,,,,
Guinea,14mar2020,2,1,0,,,,
Guinea,15mar2020,3,1,0,,,,
Guinea,16mar2020,4,1,0,,,,
Guinea,17mar2020,5,1,0,,,,
Guinea,18mar2020,6,1,0,,,,
Guinea,19mar2020,7,1,0,,,,
Guinea,20mar2020,8,1,0,,,,
Guinea,21mar2020,9,2,1,,,,
Guinea,22mar2020,10,2,0,,,,
Guinea,23mar2020,11,4,2,,,,
Guinea,24mar2020,12,4,0,,,,
Guinea,25mar2020,13,4,0,,,,
Guinea,26mar2020,14,4,0,,,,
Guinea,27mar2020,15,8,4,,,,
Guinea,28mar2020,16,8,0,,,,
Guinea,29mar2020,17,16,8,,,,
Guinea,30mar2020,18,22,6,,,,
Guinea,31mar2020,19,22,0,,,,
Guinea,01apr2020,20,30,8,,,,
Guinea,02apr2020,21,52,22,,,,
Guinea,03apr2020,22,73,21,,,2,
Guinea,04apr2020,23,111,38,,,5,3
Guinea,05apr2020,24,121,10,,,5,0
Guinea,06apr2020,25,128,7,,,5,0
Guinea,07apr2020,26,144,16,,,5,0
Guinea,08apr2020,27,164,20,,,5,0
Guinea,09apr2020,28,194,30,,,11,6
Guinea,10apr2020,29,212,18,,,15,4
Guinea,11apr2020,30,250,38,,,17,2
Guinea,12apr2020,31,250,0,,,17,0
Guinea,13apr2020,32,319,69,,,17,0
Guinea-Bissau,25mar2020,1,2,,,,,
Guinea-Bissau,26mar2020,2,2,0,,,,
Guinea-Bissau,27mar2020,3,2,0,,,,
Guinea-Bissau,28mar2020,4,2,0,,,,
Guinea-Bissau,29mar2020,5,2,0,,,,
Guinea-Bissau,30mar2020,6,8,6,,,,
Guinea-Bissau,31mar2020,7,8,0,,,,
Guinea-Bissau,01apr2020,8,9,1,,,,
Guinea-Bissau,02apr2020,9,9,0,,,,
Guinea-Bissau,03apr2020,10,15,6,,,,
Guinea-Bissau,04apr2020,11,18,3,,,,
Guinea-Bissau,05apr2020,12,18,0,,,,
Guinea-Bissau,06apr2020,13,18,0,,,,
Guinea-Bissau,07apr2020,14,33,15,,,,
Guinea-Bissau,08apr2020,15,33,0,,,,
Guinea-Bissau,09apr2020,16,36,3,,,,
Guinea-Bissau,10apr2020,17,36,0,,,,
Guinea-Bissau,11apr2020,18,38,2,,,,
Guinea-Bissau,12apr2020,19,38,0,,,,
Guinea-Bissau,13apr2020,20,38,0,,,,
Guyana,12mar2020,1,1,,1,,,
Guyana,13mar2020,2,1,0,1,0,,
Guyana,14mar2020,3,1,0,1,0,,
Guyana,15mar2020,4,4,3,1,0,,
Guyana,16mar2020,5,4,0,1,0,,
Guyana,17mar2020,6,7,3,1,0,,
Guyana,18mar2020,7,7,0,1,0,,
Guyana,19mar2020,8,7,0,1,0,,
Guyana,20mar2020,9,7,0,1,0,,
Guyana,21mar2020,10,7,0,1,0,,
Guyana,22mar2020,11,19,12,1,0,,
Guyana,23mar2020,12,20,1,1,0,,
Guyana,24mar2020,13,5,-15,1,0,,
Guyana,25mar2020,14,5,0,1,0,,
Guyana,26mar2020,15,5,0,1,0,,
Guyana,27mar2020,16,5,0,1,0,,
Guyana,28mar2020,17,8,3,1,0,,
Guyana,29mar2020,18,8,0,1,0,,
Guyana,30mar2020,19,8,0,1,0,,
Guyana,31mar2020,20,12,4,2,1,,
Guyana,01apr2020,21,19,7,2,0,,
Guyana,02apr2020,22,19,0,4,2,,
Guyana,03apr2020,23,23,4,4,0,,
Guyana,04apr2020,24,23,0,4,0,,
Guyana,05apr2020,25,24,1,4,0,,
Guyana,06apr2020,26,31,7,4,0,8,
Guyana,07apr2020,27,33,2,5,1,8,0
Guyana,08apr2020,28,37,4,6,1,8,0
Guyana,09apr2020,29,37,0,6,0,8,0
Guyana,10apr2020,30,37,0,6,0,8,0
Guyana,11apr2020,31,45,8,6,0,8,0
Guyana,12apr2020,32,45,0,6,0,8,0
Guyana,13apr2020,33,45,0,6,0,8,0
Haiti,20mar2020,1,2,,,,,
Haiti,21mar2020,2,2,0,,,,
Haiti,22mar2020,3,2,0,,,,
Haiti,23mar2020,4,6,4,,,,
Haiti,24mar2020,5,7,1,,,,
Haiti,25mar2020,6,8,1,,,,
Haiti,26mar2020,7,8,0,,,,
Haiti,27mar2020,8,8,0,,,,
Haiti,28mar2020,9,8,0,,,,
Haiti,29mar2020,10,15,7,,,1,
Haiti,30mar2020,11,15,0,,,1,0
Haiti,31mar2020,12,15,0,,,1,0
Haiti,01apr2020,13,16,1,,,1,0
Haiti,02apr2020,14,16,0,,,1,0
Haiti,03apr2020,15,18,2,,,1,0
Haiti,04apr2020,16,20,2,,,1,0
Haiti,05apr2020,17,21,1,1,,1,0
Haiti,06apr2020,18,24,3,1,0,,
Haiti,07apr2020,19,25,1,1,0,,
Haiti,08apr2020,20,27,2,1,0,,
Haiti,09apr2020,21,30,3,2,1,,
Haiti,10apr2020,22,31,1,2,0,,
Haiti,11apr2020,23,33,2,2,0,,
Haiti,12apr2020,24,33,0,3,1,,
Haiti,13apr2020,25,40,7,3,0,,
Holy See,06mar2020,1,1,,,,,
Holy See,07mar2020,2,1,0,,,,
Holy See,08mar2020,3,1,0,,,,
Holy See,09mar2020,4,1,0,,,,
Holy See,10mar2020,5,1,0,,,,
Holy See,11mar2020,6,1,0,,,,
Holy See,12mar2020,7,1,0,,,,
Holy See,13mar2020,8,1,0,,,,
Holy See,14mar2020,9,1,0,,,,
Holy See,15mar2020,10,1,0,,,,
Holy See,16mar2020,11,1,0,,,,
Holy See,17mar2020,12,1,0,,,,
Holy See,18mar2020,13,1,0,,,,
Holy See,19mar2020,14,1,0,,,,
Holy See,20mar2020,15,1,0,,,,
Holy See,21mar2020,16,1,0,,,,
Holy See,22mar2020,17,1,0,,,,
Holy See,23mar2020,18,1,0,,,,
Holy See,24mar2020,19,4,3,,,,
Holy See,25mar2020,20,4,0,,,,
Holy See,26mar2020,21,4,0,,,,
Holy See,27mar2020,22,4,0,,,,
Holy See,28mar2020,23,6,2,,,,
Holy See,29mar2020,24,6,0,,,,
Holy See,30mar2020,25,6,0,,,,
Holy See,31mar2020,26,6,0,,,,
Holy See,01apr2020,27,6,0,,,,
Holy See,02apr2020,28,7,1,,,,
Holy See,03apr2020,29,7,0,,,,
Holy See,04apr2020,30,7,0,,,,
Holy See,05apr2020,31,7,0,,,,
Holy See,06apr2020,32,7,0,,,,
Holy See,07apr2020,33,7,0,,,,
Holy See,08apr2020,34,8,1,,,2,
Holy See,09apr2020,35,8,0,,,2,0
Holy See,10apr2020,36,8,0,,,2,0
Holy See,11apr2020,37,8,0,,,2,0
Holy See,12apr2020,38,8,0,,,2,0
Holy See,13apr2020,39,8,0,,,2,0
Honduras,11mar2020,1,2,,,,,
Honduras,12mar2020,2,2,0,,,,
Honduras,13mar2020,3,2,0,,,,
Honduras,14mar2020,4,2,0,,,,
Honduras,15mar2020,5,3,1,,,,
Honduras,16mar2020,6,6,3,,,,
Honduras,17mar2020,7,8,2,,,,
Honduras,18mar2020,8,9,1,,,,
Honduras,19mar2020,9,12,3,,,,
Honduras,20mar2020,10,24,12,,,,
Honduras,21mar2020,11,24,0,,,,
Honduras,22mar2020,12,26,2,,,,
Honduras,23mar2020,13,30,4,,,,
Honduras,24mar2020,14,30,0,,,,
Honduras,25mar2020,15,36,6,,,,
Honduras,26mar2020,16,52,16,1,,,
Honduras,27mar2020,17,68,16,1,0,,
Honduras,28mar2020,18,95,27,1,0,3,
Honduras,29mar2020,19,110,15,3,2,3,0
Honduras,30mar2020,20,139,29,7,4,3,0
Honduras,31mar2020,21,141,2,7,0,3,0
Honduras,01apr2020,22,172,31,10,3,3,0
Honduras,02apr2020,23,219,47,14,4,3,0
Honduras,03apr2020,24,222,3,15,1,3,0
Honduras,04apr2020,25,264,42,15,0,3,0
Honduras,05apr2020,26,268,4,22,7,6,3
Honduras,06apr2020,27,298,30,22,0,6,0
Honduras,07apr2020,28,305,7,22,0,6,0
Honduras,08apr2020,29,312,7,22,0,6,0
Honduras,09apr2020,30,343,31,23,1,6,0
Honduras,10apr2020,31,382,39,23,0,7,1
Honduras,11apr2020,32,392,10,24,1,7,0
Honduras,12apr2020,33,393,1,25,1,7,0
Honduras,13apr2020,34,397,4,25,0,7,0
Hungary,04mar2020,1,2,,,,,
Hungary,05mar2020,2,2,0,,,,
Hungary,06mar2020,3,2,0,,,,
Hungary,07mar2020,4,4,2,,,,
Hungary,08mar2020,5,7,3,,,,
Hungary,09mar2020,6,9,2,,,,
Hungary,10mar2020,7,9,0,,,,
Hungary,11mar2020,8,13,4,,,,
Hungary,12mar2020,9,13,0,,,,
Hungary,13mar2020,10,19,6,,,,
Hungary,14mar2020,11,30,11,,,1,
Hungary,15mar2020,12,32,2,1,,1,0
Hungary,16mar2020,13,39,7,1,0,1,0
Hungary,17mar2020,14,50,11,1,0,2,1
Hungary,18mar2020,15,58,8,1,0,2,0
Hungary,19mar2020,16,73,15,1,0,2,0
Hungary,20mar2020,17,85,12,3,2,2,0
Hungary,21mar2020,18,103,18,4,1,7,5
Hungary,22mar2020,19,131,28,6,2,16,9
Hungary,23mar2020,20,167,36,7,1,16,0
Hungary,24mar2020,21,187,20,9,2,21,5
Hungary,25mar2020,22,226,39,10,1,21,0
Hungary,26mar2020,23,261,35,10,0,28,7
Hungary,27mar2020,24,300,39,10,0,34,6
Hungary,28mar2020,25,343,43,11,1,34,0
Hungary,29mar2020,26,408,65,13,2,34,0
Hungary,30mar2020,27,447,39,15,2,34,0
Hungary,31mar2020,28,492,45,16,1,37,3
Hungary,01apr2020,29,525,33,20,4,40,3
Hungary,02apr2020,30,585,60,21,1,42,2
Hungary,03apr2020,31,623,38,26,5,43,1
Hungary,04apr2020,32,678,55,32,6,58,15
Hungary,05apr2020,33,733,55,34,2,66,8
Hungary,06apr2020,34,744,11,38,4,67,1
Hungary,07apr2020,35,817,73,47,9,71,4
Hungary,08apr2020,36,895,78,58,11,94,23
Hungary,09apr2020,37,980,85,66,8,96,2
Hungary,10apr2020,38,1190,210,77,11,112,16
Hungary,11apr2020,39,1310,120,85,8,115,3
Hungary,12apr2020,40,1410,100,99,14,118,3
Hungary,13apr2020,41,1458,48,109,10,120,2
Iceland,28feb2020,1,1,,,,,
Iceland,29feb2020,2,1,0,,,,
Iceland,01mar2020,3,3,2,,,,
Iceland,02mar2020,4,6,3,,,,
Iceland,03mar2020,5,11,5,,,,
Iceland,04mar2020,6,26,15,,,,
Iceland,05mar2020,7,34,8,,,,
Iceland,06mar2020,8,43,9,,,,
Iceland,07mar2020,9,50,7,,,,
Iceland,08mar2020,10,50,0,,,,
Iceland,09mar2020,11,58,8,,,,
Iceland,10mar2020,12,69,11,,,1,
Iceland,11mar2020,13,85,16,,,1,0
Iceland,12mar2020,14,103,18,,,1,0
Iceland,13mar2020,15,134,31,,,1,0
Iceland,14mar2020,16,156,22,,,1,0
Iceland,15mar2020,17,171,15,5,,8,7
Iceland,16mar2020,18,180,9,,,,
Iceland,17mar2020,19,220,40,1,,,
Iceland,18mar2020,20,250,30,1,0,5,
Iceland,19mar2020,21,330,80,1,0,5,0
Iceland,20mar2020,22,409,79,,,5,0
Iceland,21mar2020,23,473,64,1,,22,17
Iceland,22mar2020,24,568,95,1,0,36,14
Iceland,23mar2020,25,588,20,1,0,36,0
Iceland,24mar2020,26,648,60,2,1,51,15
Iceland,25mar2020,27,737,89,2,0,56,5
Iceland,26mar2020,28,802,65,2,0,82,26
Iceland,27mar2020,29,890,88,2,0,97,15
Iceland,28mar2020,30,963,73,2,0,114,17
Iceland,29mar2020,31,1020,57,2,0,135,21
Iceland,30mar2020,32,1086,66,2,0,157,22
Iceland,31mar2020,33,1135,49,2,0,198,41
Iceland,01apr2020,34,1220,85,2,0,225,27
Iceland,02apr2020,35,1319,99,4,2,284,59
Iceland,03apr2020,36,1364,45,4,0,309,25
Iceland,04apr2020,37,1417,53,4,0,396,87
Iceland,05apr2020,38,1486,69,4,0,428,32
Iceland,06apr2020,39,1562,76,6,2,460,32
Iceland,07apr2020,40,1586,24,6,0,559,99
Iceland,08apr2020,41,1616,30,6,0,633,74
Iceland,09apr2020,42,1648,32,6,0,688,55
Iceland,10apr2020,43,1675,27,7,1,751,63
Iceland,11apr2020,44,1689,14,8,1,841,90
Iceland,12apr2020,45,1701,12,8,0,889,48
Iceland,13apr2020,46,1711,10,8,0,933,44
India,30jan2020,1,1,,,,,
India,31jan2020,2,1,0,,,,
India,01feb2020,3,1,0,,,,
India,02feb2020,4,2,1,,,,
India,03feb2020,5,3,1,,,,
India,04feb2020,6,3,0,,,,
India,05feb2020,7,3,0,,,,
India,06feb2020,8,3,0,,,,
India,07feb2020,9,3,0,,,,
India,08feb2020,10,3,0,,,,
India,09feb2020,11,3,0,,,,
India,10feb2020,12,3,0,,,,
India,11feb2020,13,3,0,,,,
India,12feb2020,14,3,0,,,,
India,13feb2020,15,3,0,,,,
India,14feb2020,16,3,0,,,,
India,15feb2020,17,3,0,,,,
India,16feb2020,18,3,0,,,3,
India,17feb2020,19,3,0,,,3,0
India,18feb2020,20,3,0,,,3,0
India,19feb2020,21,3,0,,,3,0
India,20feb2020,22,3,0,,,3,0
India,21feb2020,23,3,0,,,3,0
India,22feb2020,24,3,0,,,3,0
India,23feb2020,25,3,0,,,3,0
India,24feb2020,26,3,0,,,3,0
India,25feb2020,27,3,0,,,3,0
India,26feb2020,28,3,0,,,3,0
India,27feb2020,29,3,0,,,3,0
India,28feb2020,30,3,0,,,3,0
India,29feb2020,31,3,0,,,3,0
India,01mar2020,32,3,0,,,3,0
India,02mar2020,33,5,2,,,3,0
India,03mar2020,34,5,0,,,3,0
India,04mar2020,35,28,23,,,3,0
India,05mar2020,36,30,2,,,3,0
India,06mar2020,37,31,1,,,3,0
India,07mar2020,38,34,3,,,3,0
India,08mar2020,39,39,5,,,3,0
India,09mar2020,40,43,4,,,3,0
India,10mar2020,41,56,13,,,4,1
India,11mar2020,42,62,6,1,,4,0
India,12mar2020,43,73,11,1,0,4,0
India,13mar2020,44,82,9,2,1,4,0
India,14mar2020,45,102,20,2,0,4,0
India,15mar2020,46,113,11,2,0,13,9
India,16mar2020,47,119,6,2,0,13,0
India,17mar2020,48,142,23,3,1,14,1
India,18mar2020,49,156,14,3,0,14,0
India,19mar2020,50,194,38,4,1,15,1
India,20mar2020,51,244,50,5,1,20,5
India,21mar2020,52,330,86,4,-1,23,3
India,22mar2020,53,396,66,7,3,27,4
India,23mar2020,54,499,103,10,3,27,0
India,24mar2020,55,536,37,10,0,40,13
India,25mar2020,56,657,121,12,2,43,3
India,26mar2020,57,727,70,20,8,45,2
India,27mar2020,58,887,160,20,0,73,28
India,28mar2020,59,987,100,24,4,84,11
India,29mar2020,60,1024,37,27,3,95,11
India,30mar2020,61,1251,227,32,5,102,7
India,31mar2020,62,1397,146,35,3,123,21
India,01apr2020,63,1998,601,58,23,148,25
India,02apr2020,64,2543,545,72,14,191,43
India,03apr2020,65,2567,24,72,0,192,1
India,04apr2020,66,3082,515,86,14,229,37
India,05apr2020,67,3588,506,99,13,229,0
India,06apr2020,68,4778,1190,136,37,375,146
India,07apr2020,69,5311,533,150,14,421,46
India,08apr2020,70,5916,605,178,28,506,85
India,09apr2020,71,6725,809,226,48,620,114
India,10apr2020,72,7598,873,246,20,774,154
India,11apr2020,73,8446,848,288,42,969,195
India,12apr2020,74,9205,759,331,43,1080,111
India,13apr2020,75,10453,1248,358,27,1181,101
Indonesia,02mar2020,1,2,,,,,
Indonesia,03mar2020,2,2,0,,,,
Indonesia,04mar2020,3,2,0,,,,
Indonesia,05mar2020,4,2,0,,,,
Indonesia,06mar2020,5,4,2,,,,
Indonesia,07mar2020,6,4,0,,,,
Indonesia,08mar2020,7,6,2,,,,
Indonesia,09mar2020,8,19,13,,,,
Indonesia,10mar2020,9,27,8,,,2,
Indonesia,11mar2020,10,34,7,1,,2,0
Indonesia,12mar2020,11,34,0,1,0,2,0
Indonesia,13mar2020,12,69,35,4,3,2,0
Indonesia,14mar2020,13,96,27,5,1,8,6
Indonesia,15mar2020,14,117,21,5,0,8,0
Indonesia,16mar2020,15,134,17,5,0,8,0
Indonesia,17mar2020,16,172,38,5,0,8,0
Indonesia,18mar2020,17,227,55,19,14,11,3
Indonesia,19mar2020,18,311,84,25,6,11,0
Indonesia,20mar2020,19,369,58,32,7,15,4
Indonesia,21mar2020,20,450,81,38,6,15,0
Indonesia,22mar2020,21,514,64,48,10,29,14
Indonesia,23mar2020,22,579,65,49,1,29,0
Indonesia,24mar2020,23,686,107,55,6,30,1
Indonesia,25mar2020,24,790,104,58,3,31,1
Indonesia,26mar2020,25,893,103,78,20,35,4
Indonesia,27mar2020,26,1046,153,87,9,46,11
Indonesia,28mar2020,27,1155,109,102,15,59,13
Indonesia,29mar2020,28,1285,130,114,12,64,5
Indonesia,30mar2020,29,1414,129,122,8,75,11
Indonesia,31mar2020,30,1528,114,136,14,81,6
Indonesia,01apr2020,31,1677,149,157,21,103,22
Indonesia,02apr2020,32,1790,113,170,13,112,9
Indonesia,03apr2020,33,1986,196,181,11,134,22
Indonesia,04apr2020,34,2092,106,191,10,150,16
Indonesia,05apr2020,35,2273,181,198,7,164,14
Indonesia,06apr2020,36,2491,218,209,11,192,28
Indonesia,07apr2020,37,2738,247,221,12,204,12
Indonesia,08apr2020,38,2956,218,240,19,222,18
Indonesia,09apr2020,39,3293,337,280,40,252,30
Indonesia,10apr2020,40,3512,219,306,26,282,30
